Water Body Name,City,Call Category,County,Date ID,Comments,Report Date,Call ID
Banana River,Cocoa Beach,Fish Kill,Brevard,92106,"Sheepshead, Pinfish, Grey Snapper, Jack",9/21/2006,9607
San Carlos Bay,Sanibel,Fish Kill,Lee,92106,Snook,9/21/2006,9609
Banana River,Cocoa Beach,Fish Kill,Brevard,92106,Species Unknown,9/21/2006,9610
"Florida Bay, Bay Cove Marina, MileMarker99.5",Key Largo,Fish Kill,Monroe,92206,"Species Unknown, Crab, Sponges",9/22/2006,9612
Anclote,Clearwater,Fish Kill,Pinellas,92206,"Pinfish, Species Unknown",9/22/2006,9613
Banana River,Cocoa Beach,Fish Kill,Brevard,92206,"Puffer, Catfish, Mullet",9/22/2006,9617
"Florida Bay, Brettonwood",Key Largo,Fish Kill,Monroe,92306,"Species Unknown, Sponges",9/23/2006,9618
Florida Bay,Key Largo,Fish Kill,Monroe,92306,"Species Unknown, Sponge",9/23/2006,9619
Anclote,St Petersburg,Fish Kill,Pinellas,92306,Species Unknown,9/23/2006,9620
Lake Andover Development,Tampa,Fish Kill,Hillsborough,92306,"Bass, Bream",9/23/2006,9621
Anclote Power Plant,St Petersburg,Fish Kill,Pinellas,92506,Species Unknown,9/25/2006,9624
"Sunset Cove, marker 100",Key Largo,Mortality - Fish Kill - Prior,Monroe,92506,"Snapper, Pinfish, Minnows",9/25/2006,9625
Clark Lake,Bradenton,Fish Kill,Manatee,92506,"Red Drum, Trout, Grunt",9/25/2006,9627
Bellair Beach,Belleair Beach,Fish Kill,Pinellas,92506,Puffer,9/25/2006,9629
Boca Ciega Bay,St Petersburg Beach,Fish Kill,Pinellas,92606,Species Unknown,9/26/2006,9630
Honeymoon Island,Dunedin,Fish Kill,Pinellas,92606,Red Drum,9/26/2006,9631
Fort Island Trail Road,Homosassa,Mortality - Crustacia,Citrus,92606,Crab,9/26/2006,9632
Okeechobee River,Okeechobee,Fish Kill,Okeechobee,92606,Species Unknown,9/26/2006,9633
Sarasota Bay,Sarasota,Fish Kill,Sarasota,92706,Species Unknown,9/27/2006,9634
Sanibel Beach,Sanibel,Fish Kill,Lee,92706,Species Unknown,9/27/2006,9635
Range Light,Boca Grande,Fish Kill,Lee,92706,Tarpon,9/27/2006,9637
Sanibel & Clearwater Beaches,Fort Myers,Discolored Water,Lee,92706,Red Tide,9/27/2006,9639
Sanibel Beach,Sanibel,Fish Kill,Lee,92806,"Flounder, Catfish, Puffer",9/28/2006,9640
Safety Harbor Marina,Safety Harbor,Fish Kill,Pinellas,92806,"Silver Perch, Anchovy, Speckled Trout",9/28/2006,9642
Maximo Channel,St Petersburg,Fish Kill,Pinellas,92806,Species Unknown,9/28/2006,9643
St Petersburg Beach,St Petersburg Beach,Fish Kill,Pinellas,92806,Species Unknown,9/28/2006,9644
Boca Ciega Bay,St Petersburg,Fish Kill,Pinellas,92806,"Pinfish, Lizardfish, Mullet, Snook, Eel",9/28/2006,9645
St Petersburg Beach,St Petersburg,Fish Kill,Pinellas,92906,Species Unknown,9/29/2006,9646
North Jetty Park,Osprey,Fish Kill,Sarasota,92906,"Parrot Fish, Puffer",9/29/2006,9649
Lido Beach,Lido Beach,Fish Kill,Sarasota,92906,Species Unknown,9/29/2006,9650
Palma Sola,Bradenton,Fish Kill,Manatee,92906,Croaker,9/29/2006,9651
Lover/s Key,Fort Myers Beach,Marine Mammal,Lee,92906,Dolphin,9/29/2006,9653
Madeira Beach Fishing Pier,St Petersburg Beach,Fish Kill,Pinellas,92906,Sheepshead,9/29/2006,9657
Crescent Beach,Siesta Key,Fish Kill,Sarasota,92906,Species Unknown,9/29/2006,9659
Tierra Verde to Shell Key,Tierra Verde,Fish Kill,Pinellas,93006,Species Unknown,9/30/2006,9660
Garden Alcove Dr.,Tampa,Fish Kill,Hillsborough,93006,Bass,9/30/2006,9661
Lemon Bay,Sarasota,Fish Kill,Sarasota,93006,"Mullet, Catfish",9/30/2006,9654
Steam Plant Canal,Panama City,Fish Kill,Bay,100106,"Red Drum, Sheepshead, Species Unknown",10/1/2006,9655
Sleepy Lagoon,Lower Matecombe,Fish Kill,Monroe,100106,"Silverfish, Black Minnow",10/1/2006,9656
Sleepy Lagoon,Lower Matecombe,Fish Kill,Monroe,100206,Glass Minnow,10/2/2006,9663
Power Steam Plant,Southport,Fish Kill,Bay,100206,"Red Drum, Croaker, Perch, Species Unknown",10/2/2006,9664
Madeira beach,Madeira Beach,Fish Kill,Pinellas,100206,Species Unknown,10/2/2006,9665
Unknown Location,Bradenton,Fish Kill,Manatee,100206,Species Unknown,10/2/2006,9666
Destin Beach,Destin,Abnormal Appearance,Okaloosa,100206,Tripletail,10/2/2006,9668
Edison Reef - Ft Myers,Pompano Beach,Fish Kill,Broward,100306,"Species Unknown, Eel",10/3/2006,9670
Sebastian Inlet,Melbourne Beach,Fish Kill,Brevard,100306,"Manatee, Shrimp, Baitfish, Crab",10/3/2006,9671
Aucila Road,Cocoa Beach,Fish Kill,Brevard,100406,Species Unknown,10/4/2006,9676
Bowlee's Creek,Bradenton,Fish Kill,Manatee,100406,Species Unknown,10/4/2006,9677
Morningdove Dr.,Merritt Island,Fish Kill,Brevard,100406,Bass,10/4/2006,9679
Pineda Causeway - Indian River,Melbourne,Abnormal Appearance,Brevard,100506,"Trout, Red Drum, Snapper",10/5/2006,9684
Red Fish Pass,Captiva,Marine Mammal,Lee,100606,"Manatee, Manatee Calf",10/6/2006,9686
Three Lakes,Deltona,Abnormal Appearance,Volusia,100606,Bass,10/6/2006,9688
Sable Pt. Golf Club,Longwood,Abnormal Appearance,Seminole,100706,"Ibis, Vulture, Egret",10/7/2006,9693
N of Sebastian Inlet,Melbourne,Discolored Water,Brevard,100806,Algal Bloom,10/8/2006,9694
Satin Leaf Ave.,Oldsmar,Abnormal Appearance,Pinellas,100906,"Bream, Bass, Tilapia",10/9/2006,9696
Manors of Forest Lakes II,Oldsmar,Abnormal Appearance,Pinellas,100906,"Bream, Bass, Tilapia",10/9/2006,9697
N of Sebastian River US1,Micco,Injured / Distressed Animals,Brevard,101006,Pelican,10/10/2006,9698
Lake Josephine,Sebring,Fish Kill,Highlands,101006,Species Unknown,10/10/2006,9701
Crystal Drive,Madeira Beach,Mortality - Turtle,Pinellas,101006,Sea Turtle,10/10/2006,9703
River Run Dr.,Sebastian,Fish Kill,Indian River,101106,"Pinfish, Mullet, Drum",10/11/2006,9704
Lake Josephine,Sebring,Fish Kill,Highlands,101106,Shad (Adult),10/11/2006,9705
Lake Josephine,Sebring,Fish Kill,Highlands,101106,Species Unknown,10/11/2006,9707
Bentshire Dr.,Jacksonville,Discolored Water,Duval,101306,Not A Fish Kill,10/13/2006,9715
Lake Overlook,St Petersburg,Fish Kill,Pinellas,101406,"Needlefish, Puffer, Baitfish, Greenback, Pelican, Blue Heron",10/14/2006,9713
Lake Overlook,St Petersburg,Fish Kill,Pinellas,101506,Species Unknown,10/15/2006,9719
Toproyal Lane,Jacksonville,Fish Kill,Duval,101606,Species Unknown,10/16/2006,9714
Cook Canal Off Choctaw River,Ponce de Leon,Fish Kill,Walton,101706,"Species Unknown, Red Horse Sucker",10/17/2006,9717
Norris Cut,Miami,Fish Kill,Miami-Dade,101706,Shark,10/17/2006,9718
Jensen Condo,Jensen Beach,Fish Kill,Martin,101806,Largemouth Bass (Juvenile),10/18/2006,9720
Tamiami Canal - SW 8th St.,Miami,Fish Kill,Miami-Dade,101806,"Species Unknown, Bird w/Babies",10/18/2006,9721
Tamiami Canal - Palmetto Expressway,Miami,Fish Kill,Miami-Dade,101806,Species Unknown,10/18/2006,9723
C-24,Miami,Fish Kill,Miami-Dade,101906,"Carp, Muscovy Duck",10/19/2006,9727
South Lake Dr.,Miami,Fish Kill,Miami-Dade,101906,Species Unknown,10/19/2006,9728
Nassau County,Unknown,Fish Kill,Unknown,102006,Largemouth Bass,10/20/2006,9729
Indian River,Boca Raton,Fish Kill,Palm Beach,102006,"Skipjack, Snapper, Needlefish, Grunt",10/20/2006,9732
Clam Bayou,Gulfport,Fish Kill,Pinellas,102006,"Minnow, Redfish",10/20/2006,9737
Boca Ciega Bay - Broadwater,St Petersburg,Fish Kill,Pinellas,102106,"Snook, Pinfish",10/21/2006,9738
Marco Beach,Key Largo,Fish Kill,Monroe,102106,"Batfish, Puffer, Balloonfish, Catfish",10/21/2006,9734
Lake Mahler,Miami,Fish Kill,Miami-Dade,102106,Carp,10/21/2006,9735
Gulfport Marina,Pinellas Park,Fish Kill,Pinellas,102106,"Redfish, Sheepshead",10/21/2006,9736
Boca Ciega Bay,St Petersburg,Fish Kill,Pinellas,102206,"Red Drum, Sheepshead, Snook, Catfish, Trout",10/22/2006,9739
Gulfport Marina,St Petersburg,Fish Kill,Pinellas,102306,Species Unknown,10/23/2006,9740
C-24 Canal,Miami,Fish Kill,Miami-Dade,102306,Species Unknown,10/23/2006,9742
St Joe Bay,Tallahassee,Fish Kill,Leon,102306,Blue Crab,10/23/2006,9743
Indian Court,Sanibel,Discolored Water,Lee,102306,Algal Bloom,10/23/2006,9744
45th Street,St Petersburg,Fish Kill,Pinellas,102306,Species Unknown,10/23/2006,9745
Indian Court,Sanibel,Discolored Water,Lee,102406,Algal Bloom,10/24/2006,9746
Lake Mahler,Miami,Fish Kill,Miami-Dade,102506,Carp,10/25/2006,9749
SW 39th St.,Miami,Fish Kill,Miami-Dade,102606,Species Unknown,10/26/2006,9750
Girard Dr.,Orlando,Fish Kill,Orange,102606,"Bass, Carp",10/26/2006,9751
Grouch Lane,Callahan,Fish Kill,Nassau,1026067,Fish Kill Update,10/26/2006,9752
Gulfport Marina,Gulfport,Fish Kill,Pinellas,102606,"Species Unknown, Stingray",10/26/2006,9753
Bowmans Beach,Sanibel,Fish Kill,Lee,102606,"Dolphin (Juvenile), Hammerhead Shark",10/26/2006,9755
Manatee Pocket - St Lucie Inlet,Stuart,Discolored Water,Martin,102606,Algal Bloom,10/26/2006,9778
Chickadee & Blackwater,Port Orange,Fish Kill,Volusia,102706,"Bass, Bream",10/27/2006,9756
Sable Pine Circle,West Palm Beach,Fish Kill,Palm Beach,102706,Bass,10/27/2006,9757
Sheridan Run,Bonita Springs,Fish Kill,Lee,102706,"Bass, Carp",10/27/2006,9758
Sanibel Beach,Sanibel,Fish Kill,Lee,102706,Species Unknown,10/27/2006,9759
Saturnia Lakes,Naples,Fish Kill,Collier,102706,Threadfin Shad,10/27/2006,9767
Ft Myers Beach Pier,Fort Myers Beach,Fish Kill,Lee,102806,Black Drum,10/28/2006,9760
Viera Bennington,Rockledge,Fish Kill,Brevard,102806,Bream,10/28/2006,9761
Sundian Beach resort,Sanibel,Fish Kill,Lee,102906,Black Drum,10/29/2006,9762
Sanibel Pier,Coral Gables,Marine Mammal,Miami-Dade,102906,Bottlenose Dolphin,10/29/2006,9763
SW 39th St.,Miami,Fish Kill,Miami-Dade,102906,"Tilapia, Black Mullet, Shad",10/29/2006,9766
Blowing Rocks Nature Preserve,Hobe Sound,Fish Kill,Martin,103006,Sand Drum,10/30/2006,9768
East Lawn Dr.,Celebration,Fish Kill,Osceola,103006,Species Unknown,10/30/2006,9769
GOM - Donax Road,Sanibel,Fish Kill,Lee,103006,Species Unknown,10/30/2006,9770
GOM - Near Gonax St.,Sanibel,Fish Kill,Lee,103006,"Grouper, Species Unknown",10/30/2006,9771
Sunset Strip Dr.,Hawthorne,Other Wildlife,Putnam,103106,Alligator,10/31/2006,9772
Green St. University Park,University Park,Fish Kill,Sarasota,103106,Species Unknown,10/31/2006,9774
Jupiter Beach,Port St. Lucie,Fish Kill,St. Lucie,110206,Croaker,11/2/2006,9779
Manatee Pocket - SLR,Stuart,Fish Kill,Martin,110206,Croaker,11/2/2006,9780
Manatee Point,Stuart,Fish Kill,Martin,110206,Croaker,11/2/2006,9781
Ocean Blvd.,Jensen Beach,Fish Kill,Martin,110306,"Tarpon, Snook, Angel Fish",11/3/2006,9783
N End Hutchinson Island,Fort Pierce,Fish Kill,St. Lucie,110306,Jack Crevalle,11/3/2006,9789
Unknown Location,Naples,Marine Mammal,Collier,110606,Manatee,11/6/2006,9790
Unknown,Unknown,Abnormal Appearance,Unknown,110606,Species Unknown,11/6/2006,9793
Coffeepot Bayou Boat Ramp,St Petersburg,Fish Kill,Pinellas,110706,Species Unknown,11/7/2006,9795
Pollywog Creek,La Belle,Fish Kill,Hendry,110906,Armored Catfish,11/9/2006,9798
Tarpon Point Marina - Caloosahatchee,Cape Coral,Marine Mammal,Lee,111206,Manatee,11/12/2006,9806
400 Ft Water Off Cape Canaveral,Orange City,Abnormal Appearance,Volusia,111406,Warsaw Grouper,11/14/2006,9807
JC Park Caloosahatchee River,Cape Coral,Marine Mammal,Lee,111406,Manatee,11/14/2006,9808
Whiteshell Beach & Sisters Creek,Jacksonville,Marine Mammal,Duval,111506,Bottlenose Dolphin,11/15/2006,9809
18th Ave.,Vero Beach,Fish Kill,Indian River,111606,"Tilapia, Mangrove Snapper, Eel",11/16/2006,9811
Tallahassee Dr.,St Petersburg,Fish Kill,Pinellas,112206,Species Unknown,11/22/2006,9824
St Andrews Marina,Panama City,Marine Mammal,Bay,112206,Loggerhead Turtle,11/22/2006,9825
Fountainebleau Golf Course,Miami,Fish Kill,Miami-Dade,112206,"Largemouth Bass, Peacock Bass, Bream, Oscar",11/22/2006,9826
Indian Lakes Subdivision,St Cloud,Fish Kill,Osceola,112406,Species Unknown,11/24/2006,9829
Grand Lake,St Cloud,Fish Kill,Osceola,112406,Species Unknown,11/24/2006,9834
SE 6th Court,Dania Beach,Fish Kill,Broward,112506,"Mojarra, Mullet, Ladyfish, Snook",11/25/2006,9832
Tallahassee Dr.,St Petersburg,Fish Kill,Pinellas,112806,Species Unknown,11/28/2006,9837
Unknown Location,Unknown,Marine Mammal,Unknown,112806,Manatee,11/28/2006,9839
Lake Munson Dam,Tallahassee,Fish Kill,Leon,112806,"Largemouth Bass, Bluegill, Catfish, Species Unknown",11/28/2006,9840
Broward County Land Fill,Unknown,Fish Kill,Broward,112906,Species Unknown,11/29/2006,9846
2 Mi S Sebastian Inlet,Sebastian,Marine Turtle,Indian River,113006,Loggerhead Sea Turtle,11/30/2006,9848
92nd Ave. N.,St Petersburg,Mortality - Bird,Pinellas,113006,Seagull,11/30/2006,9849
Lassing Park,St Petersburg,Marine Turtle,Pinellas,113006,Loggerhead Sea Turtle,11/30/2006,9850
Hidden Lake,Palm Harbor,Fish Kill,Pinellas,120106,"Bass, Catfish, Bird",12/1/2006,9857
Coffee Pot Bayou - Near Boat Ramp,St Petersburg,Discolored Water,Pinellas,120206,Not A Fish Kill,12/2/2006,9864
39th Ave. S. Bridge,St Petersburg,Fish Kill,Pinellas,120506,Species Unknown,12/5/2006,9867
Tarpon Bay Beach,Sanibel,Mortality - Mollusca,Lee,120506,"Bay Scallop, Calico Scallop",12/5/2006,9868
Equus Circle,Boynton Beach,Fish Kill,Palm Beach,120506,Species Unknown,12/5/2006,9869
Lake Munson Dam,Tallahassee,Fish Kill,Leon,120506,Species Unknown,12/5/2006,9870
North End Longboat Key,Longboat Key,Fish Kill,Sarasota,120606,Mullet,12/6/2006,9875
North End Longboat Key,Longboat Key,Fish Kill,Sarasota,120706,Mullet,12/7/2006,9876
Chokoloskee Park,Chokoloskee,Marine Mammal,Collier,120706,"Manatee, Baitfish",12/7/2006,9878
Lake Munson Dam,Tallahassee,Fish Kill,Leon,120706,"Bream, Catfish, Bass",12/7/2006,9879
North End Longboat Key,Longboat Key,Fish Kill,Sarasota,120806,Mullet,12/8/2006,9885
North End Longboat Key,Longboat Key,Fish Kill,Sarasota,120806,Mullet,12/8/2006,9886
Lake Munson Dam,Tallahassee,Fish Kill,Leon,120806,"Bream, Catfish",12/8/2006,9887
Sawgrass Drive,Crawfordville,Fish Kill,Wakulla,120906,Baitfish,12/9/2006,9890
Sawgrass Dr.,Crawfordville,Fish Kill,Wakulla,120906,,12/9/2006,9894
Lake Munson Dam,Tallahassee,Fish Kill,Leon,121006,,12/10/2006,9895
Lake Munson,Tallahassee,Fish Kill,Leon,121106,,12/11/2006,9896
Braden River @ Rt 70,Lakeland,Fish Kill,Polk,121406,Jack Crevalle,12/14/2006,9901
Braden River @ SR 70,Bradenton,Fish Kill,Manatee,121406,Jack Crevalle,12/14/2006,9902
Braden River @ SR 70,Bradenton,Fish Kill,Manatee,121406,Jack Crevalle,12/14/2006,9903
Braden River on Saltwater Side of Dam,Bradenton,Fish Kill,Manatee,121406,Jack Crevalle,12/14/2006,9904
Braden River @ Dam,Bradenton,Fish Kill,Manatee,121506,Jack Crevalle,12/15/2006,9905
Lake Munson Slough,Tallahassee,Fish Kill,Leon,121506,Bream,12/15/2006,9906
Braden River Dam,Bradenton,Fish Kill,Manatee,121506,Jack Crevalle,12/15/2006,9909
Lake Munson,Tallahassee,Fish Kill,Leon,121606,"Bream, Catfish, Species Unknown",12/16/2006,9908
Ponte Vedra Beach,Ponte Viedra Beach,Bird Kill,St. Johns,121806,"Heron, Jellyfish",12/18/2006,9910
Fernandina Beach,Fernandina Beach,Bird Kill,Nassau,121806,Seagull. Unknown Bird Species,12/18/2006,9911
Triangle Lake,Holiday,Fish Kill,Pasco,121906,Species Unknown,12/19/2006,9912
Triangle Lake,Holiday,Fish Kill,Pasco,121906,Unknown Count,12/19/2006,9913
St Joe's Sound,Clearwater,Fish Kill,Pinellas,121906,"Redfish, Bonnethead Shark",12/19/2006,9914
Triangle Lake,Holiday,Fish Kill,Pasco,122006,Species Unknown,12/20/2006,9915
Denise Lake,Tavares,Fish Kill,Lake,122006,Species Unknown,12/20/2006,9916
Near Hutchison Island,Fort Pierce,Fish Kill,St. Lucie,122106,"Snook, Species Unknown",12/21/2006,9917
Lakes Park,Fort Myers,Fish Kill,Lee,122106,"Largemouth Bass, Snook",12/21/2006,9920
Lakes Park,Fort Myers,Fish Kill,Lee,122106,"Snook, Species Unknown",12/21/2006,9921
Golf Paradise Way,Clermont,Fish Kill,Lake,122206,Species Unknown,12/22/2006,9922
Anna Maria Island,Anna Maria,Fish Kill,Manatee,122206,Mullet,12/22/2006,9923
NW 150th Ave.,Morriston,Fish Kill,Marion,122606,Species Unknown,12/26/2006,9924
Ponte Vedra Beach,Ponte Viedra Beach,Mortality - Bird,St. Johns,122606,Bird Species Unknown,12/26/2006,9925
South Flagler Beach,Flagler Beach,Marine Mammal,Flagler,122606,Porpoise,12/26/2006,9926
Lake Denise,Clermont,Fish Kill,Lake,122606,Carp,12/26/2006,9927
Coral Shores,Bradenton,Abnormal Behavior,Manatee,122706,Mullet,12/27/2006,9928
Haines Creek,Leesburg,Fish Kill,Lake,122806,Species Unknown,12/28/2006,9929
Lassing Park,St Petersburg,Fish Kill,Pinellas,123006,Mullet,12/30/2006,9933
Englewood Beach,Englewood,Invertebrate Mortality,Sarasota,123006,Jellyfish,12/30/2006,9934
Coquina Dr. SE,St Petersburg,Fish Kill,Pinellas,123006,Mullet,12/30/2006,9935
Unknown Location,Unknown,Fish Kill,Unknown,123106,Species Unknown,12/31/2006,9932
Sebastian Inlet,Fort Pierce,Fish Kill,St. Lucie,10107,Mullet,1/1/2007,9936
Sebastian Inlet,Melbourne,Fish Kill,Brevard,10207,Mullet,1/2/2007,9937
New Pass Marina,Longboat Key,Fish Kill,Sarasota,10407,Mullet,1/4/2007,9941
Sanibel Beach,Sanibel,Fish Kill,Lee,10407,Species Unknown,1/4/2007,9943
Sanibel Beach,Sanibel,Fish Kill,Lee,10407,Species Unknown,1/4/2007,9945
5 Mi. W. Naples Bay,Naples,Marine Mammal,Lee,10407,Loggerhead Turtle,1/4/2007,9946
Palm Island Dr. NE - Island Estates,Clearwater,Fish Kill,Pinellas,10407,"Baitfish, Gar",1/4/2007,11234
Indian River - Indian Bay Community,Merritt Island,Fish Kill,Brevard,10507,Tarpon,1/5/2007,11250
Gulf Breeze Dr. - Oyster Bay,Crawfordville,Fish Kill,Wakulla,10507,Finger Mullet,1/5/2007,11251
Wiggins Pass,Naples,Fish Kill,Collier,10607,Mullet,1/6/2007,9947
Tigertail Beach,Marco Island,Fish Kill,Collier,10807,Mullet,1/8/2007,9949
Indian River Lagoon,Rockledge,Fish Kill,Brevard,10907,"Species Unknown, Duck",1/9/2007,9950
Newfound Harbor - Banana River,Merritt Island,Discolored Water,Brevard,10907,Algae Bloom,1/9/2007,9951
Sanibel beach,Sanibel,Fish Kill,Lee,10907,Species Unknown,1/9/2007,9952
Crisp Park Boat Ramp,St Petersburg,Discolored Water,Pinellas,10907,Algae Bloom,1/9/2007,9953
Gulf Side East End Sanibel Beach,Sanibel,Fish Kill,Lee,11007,"Mullet, Snook, Jack Crevalle",1/10/2007,9956
Panama Beach / Pinnacle point,Panama City,Mortality - Bird,Bay,11107,Seagull,1/11/2007,9958
Venice Jetty,Venice,Fish Kill,Sarasota,11107,"Sheepshead, Trout, Jack Crevalle",1/11/2007,9961
Sawgrass Lake,Port St. Lucie,Abnormal Appearance,St. Lucie,11607,Not A Fish Kill,1/16/2007,9966
Sawgrass Lake Water Treatment,Port St. Lucie,Abnormal Appearance,St. Lucie,11607,"Largemouth Bass, Bluegill, Bream, Crappie",1/16/2007,9968
SW Pueblo Terrace,Palm City,Abnormal Appearance,Martin,11707,"Bass, Plated Catfish",1/17/2007,9967
Lake Trafford,Naples,Fish Kill,Collier,11807,Armor,1/18/2007,9970
Gasparilla Island State Park,Orlando,Fish Kill,Orange,11907,Species Unknown,1/19/2007,9971
Boca Grande Beach,Boca Grande,Fish Kill,Lee,12107,Mullet,1/21/2007,9972
"North Jetty, Venice",Venice,Fish Kill,Sarasota,11107,"Jack Crevalle, Sheepshead, Trout",1/21/2007,9960
Frierson Lake,Hudson,Fish Kill,Pasco,12207,Bass,1/22/2007,9974
Boca Grande Beach,Boca Grande,Fish Kill,Lee,12207,Mullet,1/22/2007,9975
Donjay Avenue,Kissimmee,Other Wildlife Sighting,Osceola,12307,Alligator,1/23/2007,9976
Progress Energy Affluent Canal,St Petersburg,Fish Kill,Pinellas,12307,Ladyfish,1/23/2007,9977
Weedon Island Power Plant,Clearwater,Fish Kill,Pinellas,12507,"Mullet, Ladyfish",1/25/2007,9978
Weedon Island Power Plant,St Petersburg,Fish Kill,Pinellas,12507,Species Unknown,1/25/2007,9981
Atlantic Beach,Atlantic Beach,Fish Kill,Duval,12507,Jellyfish,1/25/2007,9982
Mayport Intercoastal WW,Mayport,Fish Kill,Duval,12607,Jellyfish,1/26/2007,9983
Deltona Country Club,North Fort Myers,Fish Kill,Lee,12607,Bass,1/26/2007,9984
Ceitru Pkwy.,Cape Coral,Fish Kill,Lee,12607,"Catfish, Sheepshead, Snook",1/26/2007,9985
Lake Ceitus,Cape Coral,Fish Kill,Lee,12807,"Catfish, Snook",1/28/2007,9986
Lake Maggiore,St Petersburg,Fish Kill,Pinellas,12907,"Tilapia, Catfish, Red Drum",1/29/2007,9987
Vilona Beach,St Augustine,Fish Kill,St. Johns,12907,Jellyfish,1/29/2007,9988
Kinghaven Rd.,Unknown,Fish Kill,Monroe,13107,Kingfish,1/31/2007,9991
Lynx Dr.,Fort Pierce,Fish Kill,St. Lucie,20107,Snook,2/1/2007,9993
Feather Sound,Clearwater,Fish Kill,Pinellas,20307,Tilapia,2/3/2007,9995
Feather Sound,Clearwater,Fish Kill,Pinellas,20507,Species Unknown,2/5/2007,9996
"Feather Sound, Big Gator Lake",Clearwater,Fish Kill,Pinellas,20607,Species Unknown,2/6/2007,9998
"Feather Sound, Big Gator Lake",Clearwater,Fish Kill,Pinellas,20707,Tilapia,2/7/2007,10001
"Feather Sound, Big Gator Lake",Clearwater,Mortality - Bird,Pinellas,21107,Pelicans,2/11/2007,10007
St. Augustine Beach,St Augustine,Mortality - Bird,St. Johns,21207,Loon,2/12/2007,10008
Unknown,Unknown,Fish Kill,Unknown,21207,No information given.,2/12/2007,10009
Pond,Venice,Fish Kill,Sarasota,21207,"Snook, Largemouth Bass",2/12/2007,10010
Cheval Golf and Country Club,Lutz,Fish Kill,Hillsborough,21307,Species Unknown,2/13/2007,10012
Whitney Meadows Community,Palmetto,Fish Kill,Manatee,21307,Catfish,2/13/2007,10013
Westlake Apartments,Sanford,Fish Kill,Seminole,21307,Bluegill,2/13/2007,10014
Guana Reserve,Ponte Vedra Beach,Other Wildlife Mortalities,St. Johns,21407,Cannonball Jellyfish,2/14/2007,10015
New Smyrna and Daytona Beach,Daytona Beach,Other Wildlife Mortalities,Volusia,21507,Cownose Ray,2/15/2007,10016
C-100 Canal,Miami,Fish Kill,Miami-Dade,21507,"Peacock Bass, Tilapia, Largemouth Bass, Eel, Grass Carp, Blue Heron, Coot, Muscovy Duck",2/15/2007,10017
CR 42,Paisley,Mortality - Bird,Lake,21507,"Finch, Blackbird",2/15/2007,10018
Quarterhorse Trail,Middleburg,Fish Kill,Clay,21507,Catfish,2/15/2007,10019
430 Los Olas Dr.,Melbourne Beach,Fish Kill,Brevard,21807,"Species Unknown, Pelican",2/18/2007,10024
Unknown,Unknown,Abnormal Fish Appearance,Unknown,21907,Largemouth Bass,2/19/2007,10025
Lacosta Village,Melbourne Beach,Fish Kill,Brevard,21907,"Species Unknown, Pelican",2/19/2007,10026
Weedon Island Power Plant,St Petersburg,Mortality - Bird,Pinellas,21907,Pelican,2/19/2007,10027
Key West,Summerland Key,Invertebrate Mortality,Monroe,21907,Sea Urchin,2/19/2007,10028
Sanibel Island,Sanibel,Invertebrate / Shellfish Mortality,Lee,22007,"Cockles, Scallops, Urchins, Starfish",2/20/2007,10029
One mile West of Skyway Bridge,St Petersburg,Other Wildlife Mortalities,Pinellas,22207,Beavers,2/22/2007,10031
Pinnacle Port Community,Panama City,Marine Mammal,Bay,22307,Sea Turtle,2/23/2007,10034
Lake Kerr,Ft McCoy,Fish Kill,Marion,22307,"Unknown, Turtles",2/23/2007,10035
Kirchherr Ave.,Hastings,Mortality - Bird,St. Johns,22707,Small Black Bird,2/27/2007,10037
Royal Stewart Arms,Dunedin,Injured / Distressed Animals,Pinellas,22807,Snowy Egret,2/28/2007,10038
Mira Bay,Apollo Beach,Fish Kill,Hillsborough,30207,Species Unknown,3/2/2007,10039
Lakeshore Drive,Wildwood,Fish Kill,Sumter,30507,Largemouth Bass,3/5/2007,10040
Matlacha Pass,Matlacha,Marine Mammal,Lee,30607,Manatee,3/6/2007,10041
Port Manatee Spoil Island,Palmetto,Marine Mammal,Manatee,30707,Dolphin,3/7/2007,10042
Naples Beach,Naples,Abnormal Appearance,Collier,30707,Grouper,3/7/2007,10043
Part of Everglades,Naples,Fish Kill,Collier,30707,"Tarpon, Snook",3/7/2007,10044
San Carlos Bay,Fort Myers,Marine Mammal,Lee,30807,Dolphin,3/8/2007,10045
Easy Street Park,Sebastian,Fish Kill,Indian River,31207,"Jewfish, Duck, FW Turtle",3/12/2007,10047
23 Mi. Off Horseshoe Beach,Horseshoe Beach,Marine Mammal,Dixie,31207,Leatherback Seaturtle,3/12/2007,10048
Estero Bay Aquatic Preserve,Fort Myers,Fish Kill,Lee,31307,"Bonnet Head, Hammerhead",3/13/2007,10049
Bodwitch Beach,Fort Myers,Fish Kill,Lee,31307,Stingray,3/13/2007,10050
Loch Leven,Mount Dora,Discolored Water,Lake,31407,Not A Fish Kill,3/14/2007,10051
Lovers Key State Park,Fort Myers,Fish Kill,Lee,31407,Bonnethead Shark,3/14/2007,10053
Flamingo St. Access,Fort Myers Beach,Fish Kill,Lee,31507,"Bonnethead Shark, Stingray",3/15/2007,10054
Ft Myers Beach,Fort Myers Beach,Fish Kill,Lee,31607,"Bonnethead, Unidentified Shark, Stingray",3/16/2007,10056
Indian River,Titusville,Crab Kill,Brevard,31607,Horseshoe Crab,3/16/2007,10058
